frequency_GHz,max_abs_SSigmaSdagger_minus_Sigma,max_abs_SdaggerS_minus_I,bogoliubov_sum
1.0,2.7103191692252563e-12,999.908283410714,1.0000000000000355
1.0380761523046091,1.304556462855544e-11,910.417913219613,1.0000000000000038
1.0761523046092185,1.4665602066088468e-11,903.8590061559695,0.9999999999999576
1.1142284569138277,1.028865881380625e-11,885.4774986096481,0.9999999999999278
1.1523046092184368,2.6600684249982195e-12,828.2928784160916,1.0000000000001474
1.190380761523046,5.6843418860808015e-12,843.0150541243972,0.999999999999944
1.2284569138276553,6.45172804070171e-12,815.719824933293,0.9999999999998225
1.2665330661322645,2.9629632081196178e-12,789.4259857234533,1.0000000000000009
1.3046092184368736,8.611777957412414e-12,807.2018792696811,0.9999999999997333
1.342685370741483,1.057287590811029e-11,780.4244640744186,1.0000000000003777
1.3807615230460921,1.6626700016786344e-12,774.4228371873951,1.0000000000000795
1.4188376753507013,3.6075598786817094e-12,788.0434075508572,1.0000000000006113
1.4569138276553106,2.499356496039372e-12,764.3898788583172,0.9999999999996838
1.4949899799599198,3.5098599113675264e-12,768.4406701974218,0.9999999999998228
1.5330661322645291,4.192202140984591e-12,775.723645584278,1.0000000000000213
1.5711422845691383,2.633014941317947e-12,754.9205531908796,0.9999999999998622
1.6092184368737474,3.831605007281816e-12,761.7796847698917,0.9999999999996672
1.6472945891783568,2.164123661177285e-12,764.2424871839881,0.9999999999995705
1.685370741482966,3.317643565419617e-12,743.0261973546361,0.9999999999998088
1.723446893787575,7.16227077646181e-12,752.3307030308756,0.9999999999997027
1.7615230460921842,6.457612594733784e-12,749.5099219804197,0.9999999999993252
1.7995991983967936,1.5738335044679476e-12,726.8111986709185,0.9999999999995336
1.8376753507014028,3.979039320256561e-12,741.2619107478639,1.0000000000006042
1.875751503006012,2.2360592979544232e-12,729.6229475586026,1.0000000000006872
1.9138276553106213,2.216891514667116e-12,710.1227122660334,0.9999999999996025
1.9519038076152304,3.340439125410052e-12,728.9416950559618,1.0000000000005091
1.9899799599198396,2.4726887204451486e-12,707.189846202455,0.9999999999996475
2.0280561122244487,2.7757881941528097e-12,696.9277633467008,0.9999999999993261
2.0661322645290583,2.86193324315644e-12,715.1992967460492,0.9999999999998485
2.1042084168336674,2.691409714963379e-12,686.822984335645,0.999999999999181
2.1422845691382766,3.26139115713886e-12,687.6637473612451,1.0000000000000284
2.1803607214428857,1.0231815394945443e-11,701.182301920486,0.9999999999991552
2.218436873747495,8.169801251068424e-12,670.1545021061839,0.9999999999998337
2.256513026052104,4.007461029686965e-12,681.703227190416,0.9999999999993071
2.2945891783567136,3.579914990661089e-12,686.6355056265354,1.0000000000005391
2.3326653306613228,4.206412995699793e-12,657.3463891986461,0.999999999999702
2.370741482965932,3.0297461046162537e-12,676.3064677984344,1.0000000000008427
2.408817635270541,2.5295321393059567e-12,671.2264886801044,1.0000000000017157
2.44689378757515,5.314859663485549e-12,646.4821841386263,0.9999999999999716
2.4849699398797593,3.08160964910508e-12,668.880315757927,0.9999999999999843
2.5230460921843685,6.199485369506874e-12,654.4663944701701,1.0000000000023808
2.561122244488978,2.9274360713316128e-12,635.2939089873257,1.0000000000003082
2.599198396793587,4.263256414560601e-12,658.222628842931,0.9999999999991611
2.6372745490981964,4.149569576838985e-12,635.0193052999742,0.9999999999987438
2.6753507014028055,7.077895133966293e-12,622.9655248136285,1.0000000000003821
2.7134268537074147,5.741643048989877e-12,643.8959261008023,0.9999999999981107
2.751503006012024,9.00968188943807e-12,613.8687870289958,1.0000000000028009
2.7895791583166334,4.149569576838985e-12,608.9968190546913,1.0000000000014977
2.8276553106212425,4.149569576838985e-12,626.439552644626,1.0000000000012048
2.8657314629258517,2.6147972675971687e-12,592.044841519218,1.0000000000013503
2.903807615230461,4.103759758931771e-12,594.7353804135039,1.000000000001032
2.94188376753507,4.531042208619707e-12,604.9203533132979,1.0000000000003926
2.979959919839679,9.72022462519817e-12,569.3222307386283,1.000000000003153
3.0180360721442883,5.172751116333529e-12,583.6038750669469,1.0000000000003237
3.0561122244488974,5.6559201766503975e-12,582.1556486995814,0.9999999999989028
3.094188376753507,3.666400516522117e-12,549.6209587550945,0.9999999999967324
3.132264529058116,3.4361407465570275e-12,569.0422417510251,1.0000000000009595
3.1703406813627253,4.0641944819823055e-12,558.9020477603173,1.0000000000013747
3.2084168336673344,7.133849067031406e-12,531.5743157602828,0.9999999999996754
3.2464929859719436,7.105427357601002e-12,553.1923256248873,0.9999999999999851
3.2845691382765527,5.9969806898152456e-12,534.5219548046938,1.0000000000018412
3.3226452905811623,8.569145393266808e-12,514.1885060007327,0.9999999999968748
3.3607214428857715,2.4442670110147446e-12,535.2459145649757,0.9999999999973175
3.3987975951903806,7.43893848376964e-12,509.36246567079695,0.9999999999985314
3.4368737474949898,2.8566336318406986e-12,496.7024874079321,0.9999999999983401
3.474949899799599,4.3899330610529e-12,513.164640203343,1.0000000000000593
3.513026052104208,4.47186971811393e-12,483.8391655426376,0.9999999999988007
3.551102204408817,7.534642295070823e-12,488.28173307476703,1.0000000000007487
3.5891783567134268,4.604316927725449e-12,490.46950395254316,1.0000000000012899
3.627254509018036,5.275227105244442e-12,504.11024751226785,0.9999999999972697
3.665330661322645,4.135358722123783e-12,506.9558002547132,0.9999999999991681
3.703406813627254,2.8137492336099967e-12,495.7475204329857,0.9999999999975919
3.7414829659318634,1.6439147159511214e-12,529.6179761139109,1.000000000000629
3.7795591182364725,2.068568419993178e-12,524.6221143552102,1.000000000000439
3.817635270541082,1.93467856866391e-12,517.0314400462493,1.0000000000021159
3.8557114228456912,2.8776980798284058e-12,553.674456181596,0.9999999999994562
3.8937875751503004,3.907541489157633e-12,539.1913801640022,1.0000000000020068
3.9318637274549095,3.439369752007463e-12,540.092287727301,1.0000000000006442
3.9699398797595187,6.110667527536862e-12,573.4142507750339,1.0000000000036016
4.008016032064128,8.043343768804334e-12,554.0422426127509,1.0000000000000484
4.046092184368737,4.145245732315302e-12,563.0757327210463,0.9999999999976659
4.084168336673347,3.268496584496461e-12,592.1552901725411,1.0000000000003693
4.122244488977956,6.36957261239593e-12,569.5322625880485,0.9999999999990185
4.160320641282565,3.491429393881822e-12,585.0319511450239,1.0000000000008742
4.198396793587174,3.495870259939693e-12,614.2479262423767,1.0000000000011322
4.236472945891784,2.9990534629711987e-12,582.5003303715926,1.0000000000027436
4.274549098196393,4.130252207207963e-12,613.1144483161983,0.9999999999994378
4.312625250501002,1.5123384413985914e-12,622.3675817248763,0.9999999999993224
4.350701402805611,3.8150594503459915e-12,603.275016410139,0.9999999999959155
4.38877755511022,3.3959549206235177e-12,634.670130316778,0.999999999999123
4.426853707414829,4.192202140984591e-12,635.2984266970293,0.9999999999987672
4.4649298597194385,4.291678123991005e-12,621.3484516804422,1.0000000000052722
4.503006012024048,4.710566990277916e-12,653.8760364229989,1.0000000000025793
4.541082164328658,2.8208493578620267e-12,646.582164586884,0.9999999999980613
4.579158316633267,1.0061285138363019e-11,637.9467004220701,1.0000000000034963
4.617234468937876,9.397631414577088e-12,670.4595634485298,0.999999999997148
4.655310621242485,2.482474512321754e-12,654.2865904773062,1.000000000004266
4.693386773547094,6.679101716144942e-12,654.3625395671418,1.0000000000002778
4.731462925851703,3.048667509261297e-12,682.5192103174079,0.99999999999814
4.7695390781563125,4.003731021324786e-12,661.1503208420462,1.0000000000014049
4.807615230460922,2.5852906003804273e-12,670.0172414165098,0.999999999996026
4.845691382765531,7.95252755092267e-12,692.0837714003723,1.0000000000021958
4.88376753507014,3.299063808667062e-12,668.442120286265,0.9999999999994167
4.921843687374749,6.20549645703064e-12,686.909446185318,1.0000000000015463
4.959919839679358,9.221070349288168e-12,700.0194684829512,1.0000000000026692
4.997995991983967,3.4671372907865664e-12,679.1892151724956,0.9999999999956177
5.0360721442885765,1.87474245498082e-12,705.394912856689,0.999999999999682
5.074148296593186,4.774847184307873e-12,708.4386687147098,1.0000000000043245
5.112224448897795,2.382764163306376e-12,694.7918210604494,0.9999999999970756
5.150300601202405,5.721536729983873e-12,724.738753567336,1.000000000000095
5.188376753507014,4.538037595995391e-12,718.5181685394133,1.0000000000019835
5.226452905811623,9.250049277599018e-12,714.6979790094148,0.9999999999995874
