frequency_GHz,mode_-10_real,mode_-10_imag,mode_-10_abs,mode_-10_power,mode_-9_real,mode_-9_imag,mode_-9_abs,mode_-9_power,mode_-8_real,mode_-8_imag,mode_-8_abs,mode_-8_power,mode_-7_real,mode_-7_imag,mode_-7_abs,mode_-7_power,mode_-6_real,mode_-6_imag,mode_-6_abs,mode_-6_power,mode_-5_real,mode_-5_imag,mode_-5_abs,mode_-5_power,mode_-4_real,mode_-4_imag,mode_-4_abs,mode_-4_power,mode_-3_real,mode_-3_imag,mode_-3_abs,mode_-3_power,mode_-2_real,mode_-2_imag,mode_-2_abs,mode_-2_power,mode_-1_real,mode_-1_imag,mode_-1_abs,mode_-1_power,mode_0_real,mode_0_imag,mode_0_abs,mode_0_power,mode_1_real,mode_1_imag,mode_1_abs,mode_1_power,mode_2_real,mode_2_imag,mode_2_abs,mode_2_power,mode_3_real,mode_3_imag,mode_3_abs,mode_3_power,mode_4_real,mode_4_imag,mode_4_abs,mode_4_power,mode_5_real,mode_5_imag,mode_5_abs,mode_5_power,mode_6_real,mode_6_imag,mode_6_abs,mode_6_power,mode_7_real,mode_7_imag,mode_7_abs,mode_7_power,mode_8_real,mode_8_imag,mode_8_abs,mode_8_power,mode_9_real,mode_9_imag,mode_9_abs,mode_9_power,mode_10_real,mode_10_imag,mode_10_abs,mode_10_power
1.0,0.0010330296548694367,0.0004165997175222143,0.0011138696478849113,1.2407055924792563e-6,-0.0,-0.0,0.0,0.0,-0.00393040617818168,-0.0010832596099355687,0.004076952796882309,1.6621544108006483e-5,-0.0,-0.0,0.0,0.0,0.059236275280782985,0.03681229496770857,0.069742966454907,0.004864081369930284,-0.0,0.0,0.0,0.0,-0.665419550072589,0.32693289646614293,0.7413961804666575,0.5496682964105485,-0.0,0.0,0.0,0.0,0.10175185827236134,-3.277244269577661,3.278823484596494,10.750683443141495,-0.0,0.0,0.0,0.0,0.2523675748385786,3.0575515476373725,3.0679489662133554,9.412310859289596,-0.0,-0.0,0.0,0.0,-1.634699992919787,0.10578676933950992,1.6381193202631004,2.683434907419242,-0.0,-0.0,0.0,0.0,0.09542246307589834,-0.34254807594446174,0.35559053810910646,0.1264446307927239,-0.0,-0.0,0.0,0.0,0.021513708866548274,0.015847647535714472,0.02672054643174115,0.0007139876016108347,-0.0,-0.0,0.0,0.0,0.00017867924077016048,-0.0012325540470985049,0.0012454379752123766,1.5511157501011044e-6,-0.0,-0.0,0.0,0.0,0.00021509169687096037,0.0004543361823456941,0.0005026786295947829,2.526858046512889e-7
1.065326633165829,6.136719348710989e-5,-0.0012670638904170247,0.0012685491061977894,1.6092168348352103e-6,-0.0,-0.0,0.0,0.0,-0.0005328543816327143,0.005172827612681419,0.005200199929093547,2.7042079302544528e-5,-0.0,-0.0,0.0,0.0,0.012754221268446164,-0.08664819710205902,0.08758184869710021,0.007670580221201755,-0.0,0.0,0.0,0.0,0.6471281456679692,0.5700148451765461,0.8623756493763644,0.7436917606373061,-0.0,0.0,0.0,0.0,-3.2971299548294173,0.9036689477475618,3.418725421287387,11.687683506156622,-0.0,0.0,0.0,0.0,3.0269922226266983,-1.036795698755433,3.1996292342707906,10.237627236800286,-0.0,-0.0,0.0,0.0,0.5990007639342088,1.6230714665646317,1.7300759812129727,2.99316290077003,-0.0,-0.0,0.0,0.0,-0.3660264741566246,0.016660923334521637,0.3664054668668154,0.13425296614988896,-0.0,-0.0,0.0,0.0,0.008081301624207124,-0.027160404295257595,0.028337166361922288,0.00080299499742326,-0.0,-0.0,0.0,0.0,-0.0010017353140262266,0.00016126354877012654,0.0010146327274088679,1.029479571529158e-6,-0.0,-0.0,0.0,0.0,0.00036753185241208226,-0.0003346757024237481,0.0004970789558312501,2.4708748833028585e-7
1.1306532663316582,-0.00142423354981152,0.0003530212441973327,0.0014673326832260489,2.1530652032633564e-6,-0.0,-0.0,0.0,0.0,0.0058530657403164646,-0.0006419882945719985,0.005888168436010793,3.4670527530833786e-5,-0.0,-0.0,0.0,0.0,-0.10570637779975421,0.01419337491826885,0.10665500550426554,0.011375290199114914,-0.0,0.0,0.0,0.0,0.4236061960194904,-0.9322440979625305,1.0239732747938664,1.048521267492075,-0.0,0.0,0.0,0.0,2.2009595410585456,3.0874856771225225,3.791673866224964,14.376790707813367,-0.0,0.0,0.0,0.0,-2.0814502457322823,-2.9140017748036153,3.581039160497634,12.823841469017598,-0.0,-0.0,0.0,0.0,1.4118607412388664,-1.1837654753870666,1.8424579922945132,3.394651453369929,-0.0,-0.0,0.0,0.0,0.1467924286279136,0.3449367925183264,0.3748725222463125,0.14052940793531207,-0.0,-0.0,0.0,0.0,-0.02980432059090881,0.003213115786765262,0.02997701851326831,0.000898621638944831,-0.0,-0.0,0.0,0.0,0.000350477361844382,0.0008984737317344893,0.000964411441129924,9.300894277822969e-7,-0.0,-0.0,0.0,0.0,-0.0004493291212542341,-0.00024361904781186933,0.000511123174649579,2.6124689966386405e-7
1.1959798994974873,0.0007851230745918114,0.0013025259506143764,0.0015208524235705396,2.312992094280384e-6,-0.0,-0.0,0.0,0.0,-0.002875557634164406,-0.005100740431653508,0.005855457681386316,3.428638465850601e-5,-0.0,-0.0,0.0,0.0,0.04118210981172794,0.09549250493535247,0.10399415689053657,0.010814784667373534,-0.0,0.0,0.0,0.0,-1.0175975462250975,-0.15430738276164258,1.0292305545688427,1.0593155344580876,-0.0,0.0,0.0,0.0,2.5964551668607814,-3.20070930597033,4.121422023385026,16.986119494843123,-0.0,0.0,0.0,0.0,-2.5876142986380892,2.8685573357386684,3.8632070805143774,14.92436894693642,-0.0,-0.0,0.0,0.0,-1.6378267229908183,-1.0872157136820375,1.9658368148500995,3.8645143826199844,-0.0,-0.0,0.0,0.0,0.3021098693902562,-0.24350763986926505,0.38802879256273926,0.15056634385769732,-0.0,-0.0,0.0,0.0,0.011611668959332166,0.028288550733606418,0.03057896268072124,0.0009350729586289424,-0.0,-0.0,0.0,0.0,0.0007337339683177766,-0.0007574549460213931,0.00105456319465247,1.1121035315156234e-6,-0.0,-0.0,0.0,0.0,-9.851433033088874e-5,0.0005129675801748432,0.0005223416617416015,2.728408115909776e-7
1.2613065326633166,0.0009477895765205305,-0.0014109176858401009,0.001699704032347206,2.888993797577352e-6,-0.0,-0.0,0.0,0.0,-0.005048587209887955,0.005898870049821469,0.007764335173118493,6.028490068052498e-5,-0.0,-0.0,0.0,0.0,0.07227766235204415,-0.09980539975934936,0.12322815545239503,0.015185178296199635,-0.0,0.0,0.0,0.0,0.39205938036069365,1.0856133876868994,1.1542387037583852,1.3322669852538374,-0.0,0.0,0.0,0.0,-4.142575697899125,-1.393149723035455,4.370560554850852,19.101799563618183,-0.0,0.0,0.0,0.0,3.7885192951460565,1.6548536940481362,4.134176967474752,17.091419198398736,-0.0,-0.0,0.0,0.0,-0.48528793645571283,1.9634638489115386,2.0225465797484015,4.090694667251957,-0.0,-0.0,0.0,0.0,-0.3341555402193499,-0.21095252278243237,0.39517197765980094,0.15616089192755822,-0.0,-0.0,0.0,0.0,0.02311202791887622,-0.024349551154896103,0.03357181073412359,0.0011270664759678159,-0.0,-0.0,0.0,0.0,-0.0006338891145921978,-0.00048713728141192556,0.0007994486478441764,6.391181405398821e-7,-0.0,-0.0,0.0,0.0,0.0005256851996812605,-6.008680238637813e-5,0.0005291080730672576,2.799553529849464e-7
1.3266331658291457,-0.0015551586215072923,-0.0009806915649842516,0.0018385522248986353,3.380274283679722e-6,-0.0,-0.0,0.0,0.0,0.0036655823761959096,0.0045428255190299895,0.005837273152168583,3.4073757853028146e-5,-0.0,-0.0,0.0,0.0,-0.10178394644291106,-0.10420424600729164,0.1456657016577394,0.02121849663944154,-0.0,0.0,0.0,0.0,1.3140373650886246,-0.3965070729571416,1.3725567586639524,1.8839120557540954,-0.0,0.0,0.0,0.0,-0.04357927602306281,4.861964998050566,4.862160301303067,23.640602795567535,-0.0,0.0,0.0,0.0,0.7754873243314375,-4.564785208543559,4.6301883968513415,21.438644590336796,-0.0,-0.0,0.0,0.0,2.1649088384115016,-0.1301138741436092,2.168815321523918,4.703759898876896,-0.0,-0.0,0.0,0.0,-0.1138991385350759,0.4161999077127224,0.4315036233209532,0.18619537693911106,-0.0,-0.0,0.0,0.0,-0.028205087080031936,-0.009430800337708344,0.0297399887727266,0.0008844669322019042,-0.0,-0.0,0.0,0.0,-0.0013518235515038038,0.000939701143456261,0.0016463490375413599,2.710465153413362e-6,-0.0,-0.0,0.0,0.0,-0.0001971657776165668,-0.0005824776631481057,0.0006149427387404649,3.781545719296237e-7
1.3919597989949748,-7.988799962458217e-5,0.0020129021813807615,0.002014486853839321,4.058157284291446e-6,-0.0,-0.0,0.0,0.0,0.0020859849807588738,-0.008632296234497234,0.00888075850477124,7.88678716200667e-5,-0.0,-0.0,0.0,0.0,-0.016068499303382416,0.15221119930134924,0.15305700200454034,0.023426445862617867,-0.0,0.0,0.0,0.0,-1.1004493414962293,-0.8780863621056066,1.4078438878353463,1.9820244125153432,-0.0,0.0,0.0,0.0,4.74296718118868,-1.354396494903134,4.932557911189567,24.33012754723879,-0.0,0.0,0.0,0.0,-4.696435886625569,0.4833688850743897,4.7212451235074155,22.290155516242553,-0.0,-0.0,0.0,0.0,-0.7814176642553486,-2.030671586959092,2.175831027468181,4.734240660093241,-0.0,-0.0,0.0,0.0,0.44314194281217545,-0.022206518805293635,0.4436979952138608,0.19686791095679923,-0.0,-0.0,0.0,0.0,-0.004953587525301911,0.027873253088828258,0.028310002951690075,0.0008014562671247007,-0.0,-0.0,0.0,0.0,0.001684733862238814,-7.5488926344406376e-6,0.0016847507745521644,2.838385172354118e-6,-0.0,-0.0,0.0,0.0,-0.00043856690089162447,0.00042937075711300027,0.0006137590517633732,3.76700173621475e-7
1.457286432160804,0.002138816033979789,-0.0006287564867064418,0.002229320243209679,4.969868746784462e-6,-0.0,-0.0,0.0,0.0,-0.009310247569337344,0.0012722197818657995,0.00939676821975101,8.829925297572258e-5,-0.0,-0.0,0.0,0.0,0.1630770032541572,-0.03309014601779372,0.16640032077443634,0.02768906675383531,-0.0,0.0,0.0,0.0,-0.5428668801124359,1.4218835127023735,1.5219911869711502,2.316457173217851,-0.0,0.0,0.0,0.0,-3.1673380815455343,-4.400388435735186,5.421756994569242,29.395448908160503,-0.0,0.0,0.0,0.0,2.0784029430363544,4.781744106856511,5.213907891119592,27.184835497079153,-0.0,-0.0,0.0,0.0,-1.7583771666052663,1.4635397750670969,2.2877584953928625,5.233838933242214,-0.0,-0.0,0.0,0.0,-0.18826140435809632,-0.432383762186727,0.471591003066885,0.22239807417363075,-0.0,-0.0,0.0,0.0,0.03138685517506993,-0.0017252832988392203,0.03143423738922367,0.0009881112802420675,-0.0,-0.0,0.0,0.0,-0.001347531517127743,-0.0019861390455637494,0.002400122808934051,5.760589497965479e-6,-0.0,-0.0,0.0,0.0,0.0006482575107978738,0.00024419876971479537,0.0006927271031481843,4.798708394360752e-7
1.5226130653266332,-0.001186223326012879,-0.0019422325519398344,0.002275827995475884,5.179393064991779e-6,-0.0,-0.0,0.0,0.0,0.0038408712276846034,0.009321830643526572,0.010082103864484162,0.00010164881833424646,-0.0,-0.0,0.0,0.0,-0.07965508229034582,-0.15013144935772682,0.16995406503209465,0.028884384220933458,-0.0,0.0,0.0,0.0,1.564512777850728,0.13129169890996045,1.5700120197822898,2.464937742260865,-0.0,0.0,0.0,0.0,-3.517540939634428,4.464744275289691,5.683927841355511,32.30703570573632,-0.0,0.0,0.0,0.0,4.349275747548546,-3.3335644277344167,5.47985869544738,30.02885132207026,-0.0,-0.0,0.0,0.0,1.9378652386654935,1.2928537099841164,2.3295476811277687,5.426792398647764,-0.0,-0.0,0.0,0.0,-0.3516589952775512,0.32145057819323375,0.4764394223617322,0.22699452318038105,-0.0,-0.0,0.0,0.0,-0.018220027019578207,-0.034510852553431046,0.03902522682264407,0.001522968328558818,-0.0,-0.0,0.0,0.0,-0.000970138848972778,0.00040795675970965213,0.0010524248686148694,1.107598104079025e-6,-0.0,-0.0,0.0,0.0,0.00012366293286525444,-0.000629057216504868,0.0006410971085582034,4.1100550260168886e-7
1.5879396984924623,-0.0015060259356414606,0.0019385158949708115,0.002454782677525492,6.025957993879223e-6,-0.0,-0.0,0.0,0.0,0.007514394631330572,-0.0072478615470105865,0.01044019270320258,0.0001089976236800044,-0.0,-0.0,0.0,0.0,-0.12369186882239074,0.13441655607824735,0.1826677009235955,0.03336748896071213,-0.0,0.0,0.0,0.0,-0.437729429372638,-1.6098312322664403,1.6682816458018654,2.783163649719381,-0.0,0.0,0.0,0.0,5.669919351619923,1.8487143773756223,5.9637010574801135,35.56573030298942,-0.0,0.0,0.0,0.0,-4.779578989566594,-3.2364706227240987,5.7722714254669745,33.31911740926254,-0.0,-0.0,0.0,0.0,0.6120800520541568,-2.313284786716527,2.3928912416941865,5.7259284945767455,-0.0,-0.0,0.0,0.0,0.442464293490985,0.1871808980477104,0.4804282876855024,0.23081133960842384,-0.0,-0.0,0.0,0.0,-0.014734857587167112,0.031932202932777126,0.035167905997573363,0.0012367816122541566,-0.0,-0.0,0.0,0.0,0.00013234029613734414,0.0016290836779376508,0.0016344502389808579,2.6714275837045833e-6,-0.0,-0.0,0.0,0.0,-0.0006301946463669388,9.106018805067381e-5,0.0006367395465630944,4.05437250157375e-7
